"id","unique_order_id","user_id","kasir_id","admin_id","cs_id","ticket_id","wahana_id","travelagent_id","sistercompany_id","reservator_id","no_telp","location_id","type_ticket","type_reservation","event_id","block_venue","note","quantity","total","paid_amount","payment_method","bank_code","phone_ovo","description","status","tgl_paid","time_paid","url_invoice","order_via","start_end","booking_date","booking_time","start_time","end_time","prosentase","is_free","created_at","updated_at","synced"
1734403894108835,"06-012022-D99Z1644056449",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,5,100000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 11:07:28","2022-06-01 11:07:28",0
1734403935679748,"06-012022-7QUU1644056488",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,2,40000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 11:08:07","2022-06-01 11:08:07",0
1734404054857861,"06-012022-PFQN1644056602",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,2,40000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 11:10:01","2022-06-01 11:10:01",0
1734404234378035,"06-012022-Z5UP1644056773",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,8,160000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 11:12:52","2022-06-01 11:12:52",0
1734404264653126,"06-012022-29Q81644056802",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,2,40000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 11:13:21","2022-06-01 11:13:21",0
1734404411837942,"06-012022-LDRX1644056942",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,2,40000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 11:15:41","2022-06-01 11:15:41",0
1734404466649416,"06-012022-IAAC1644056995",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,4,80000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 11:16:34","2022-06-01 11:16:34",0
1734404699611705,"06-012022-N90P1644057217",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,2,40000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 11:20:16","2022-06-01 11:20:16",0
1734404863568570,"06-012022-0HSB1644057373",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,4,80000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 11:22:52","2022-06-01 11:22:52",0
1734404987852434,"06-012022-5ROW1644057492",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,2,40000.00,NULL,"EDC_MANDIRI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 11:24:51","2022-06-01 11:24:51",0
1734405058905859,"06-012022-2WVR1644057559",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,3,60000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 11:25:58","2022-06-01 11:25:58",0
1734405179688334,"06-012022-N71K1644057675",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,2,40000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 11:27:54","2022-06-01 11:27:54",0
1734405237170030,"06-012022-IOJS1644057729",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,6,120000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 11:28:48","2022-06-01 11:28:48",0
1734405259504912,"06-012022-V2MD1644057751",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,2,40000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 11:29:10","2022-06-01 11:29:10",0
1734405291830200,"06-012022-OSLS1644057782",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,6,120000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 11:29:41","2022-06-01 11:29:41",0
1734405311051634,"06-012022-HHSM1644057800",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,14,280000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 11:29:59","2022-06-01 11:29:59",0
1734405422596781,"06-012022-81G21644057906",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,4,80000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 11:31:45","2022-06-01 11:31:45",0
1734405470914495,"06-012022-BJHQ1644057952",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,2,40000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 11:32:31","2022-06-01 11:32:31",0
1734405545159133,"06-012022-JZEE1644058023",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,2,40000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 11:33:42","2022-06-01 11:33:42",0
1734405570582195,"06-012022-U0EP1644058047",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,4,80000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 11:34:06","2022-06-01 11:34:06",0
1734405611968141,"06-012022-4IXJ1644058087",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,4,80000.00,NULL,"EDC_MANDIRI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 11:34:46","2022-06-01 11:34:46",0
1734405679571777,"06-012022-DAYE1644058151",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,15,300000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 11:35:50","2022-06-01 11:35:50",0
1734405736981527,"06-012022-ENER1644058206",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,2,40000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 11:36:45","2022-06-01 11:36:45",0
1734405813466805,"06-012022-VYKI1644058279",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,4,80000.00,NULL,"EDC_MANDIRI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 11:37:58","2022-06-01 11:37:58",0
1734405836762928,"06-012022-TMVV1644058301",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,3,60000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 11:38:20","2022-06-01 11:38:20",0
1734405877589715,"06-012022-9NKJ1644058340",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,2,40000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 11:38:59","2022-06-01 11:38:59",0
1734405969642850,"06-012022-S3UI1644058428",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,5,100000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 11:40:27","2022-06-01 11:40:27",0
1734406222848679,"06-012022-0B4T1644058669",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,11,220000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 11:44:28","2022-06-01 11:44:28",0
1734406323251118,"06-012022-PZKR1644058765",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,3,60000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 11:46:04","2022-06-01 11:46:04",0
1734406363887091,"06-012022-1JFN1644058804",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,3,60000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 11:46:43","2022-06-01 11:46:43",0
1734406493954292,"06-012022-IUHN1644058928",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,2,40000.00,NULL,"EDC_MANDIRI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 11:48:47","2022-06-01 11:48:47",0
1734406532292937,"06-012022-RYAF1644058965",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,2,40000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 11:49:24","2022-06-01 11:49:24",0
1734406548958196,"06-012022-T3NS1644058980",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,3,60000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 11:49:39","2022-06-01 11:49:39",0
1734406561114264,"06-012022-SVVS1644058992",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,1,20000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 11:49:51","2022-06-01 11:49:51",0
1734406568158596,"06-012022-3DPP1644058999",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,2,40000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 11:49:58","2022-06-01 11:49:58",0
1734406664962533,"06-012022-ACUR1644059091",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,2,40000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 11:51:30","2022-06-01 11:51:30",0
1734407143276159,"06-012022-JCNZ1644059547",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,6,120000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 11:59:06","2022-06-01 11:59:06",0
1734407200600192,"06-012022-BVCP1644059602",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,4,80000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 12:00:01","2022-06-01 12:00:01",0
1734407290863621,"06-012022-DCTI1644059688",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,8,160000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 12:01:27","2022-06-01 12:01:27",0
1734407375899489,"06-012022-RYJT1644059769",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,8,160000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 12:02:48","2022-06-01 12:02:48",0
1734407415437157,"06-012022-9OWR1644059807",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,5,100000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 12:03:26","2022-06-01 12:03:26",0
1734407446248133,"06-012022-XQLD1644059836",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,3,60000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 12:03:55","2022-06-01 12:03:55",0
1734407556366443,"06-012022-R3OW1644059941",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,6,120000.00,NULL,"EDC_MANDIRI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 12:05:40","2022-06-01 12:05:40",0
1734407592381251,"06-012022-UW231644059976",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,3,60000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 12:06:15","2022-06-01 12:06:15",0
1734407611005868,"06-012022-S2ZD1644059993",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,2,40000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 12:06:32","2022-06-01 12:06:32",0
1734407625368193,"06-012022-IMOZ1644060007",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,4,80000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 12:06:46","2022-06-01 12:06:46",0
1734407675604867,"06-012022-Z55R1644060055",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,3,60000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 12:07:34","2022-06-01 12:07:34",0
1734407792448050,"06-012022-L9V11644060166",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,4,80000.00,NULL,"EDC_MANDIRI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 12:09:25","2022-06-01 12:09:25",0
1734407834688972,"06-012022-BMOM1644060207",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,3,60000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 12:10:06","2022-06-01 12:10:06",0
1734407948339060,"06-012022-UQ6D1644060315",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,2,40000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 12:11:54","2022-06-01 12:11:54",0
1734408258749614,"06-012022-OX1W1644060611",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,3,60000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 12:16:50","2022-06-01 12:16:50",0
1734408296329632,"06-012022-7WFF1644060647",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,10,200000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 12:17:26","2022-06-01 12:17:26",0
1734408436692084,"06-012022-NURX1644060781",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,5,100000.00,NULL,"EDC_MANDIRI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 12:19:40","2022-06-01 12:19:40",0
1734408560089150,"06-012022-GT7Q1644060898",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,3,60000.00,NULL,"EDC_MANDIRI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 12:21:37","2022-06-01 12:21:37",0
1734408579987442,"06-012022-JWGX1644060917",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,2,40000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 12:21:56","2022-06-01 12:21:56",0
1734408598512914,"06-012022-CWDP1644060935",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,2,40000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 12:22:14","2022-06-01 12:22:14",0
1734408621927831,"06-012022-C7WD1644060957",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,3,60000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 12:22:36","2022-06-01 12:22:36",0
1734408662645363,"06-012022-AT0N1644060996",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,4,80000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 12:23:15","2022-06-01 12:23:15",0
1734408821109360,"06-012022-TPRK1644061147",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,2,40000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 12:25:46","2022-06-01 12:25:46",0
1734408890371093,"06-012022-3N9A1644061213",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,2,40000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 12:26:52","2022-06-01 12:26:52",0
1734409090130417,"06-012022-SX5U1644061404",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,2,40000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 12:30:03","2022-06-01 12:30:03",0
1734409112161569,"06-012022-UWQ91644061425",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,2,40000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 12:30:24","2022-06-01 12:30:24",0
1734409132897517,"06-012022-JOSU1644061445",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,4,80000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 12:30:44","2022-06-01 12:30:44",0
1734409195089096,"06-012022-X11L1644061504",NULL,10,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,7,"ENTRANCE",NULL,NULL,NULL,NULL,9,180000.00,NULL,"TUNAI",NULL,NULL,NULL,"PAID","2022-06-01",NULL,NULL,"kasir","07:00:00-20:59:59","2022-06-01",NULL,"07:00:00","20:59:59",NULL,NULL,"2022-06-01 12:31:43","2022-06-01 12:31:43",0
